"x_cord"	"y_cord"	"cluster"
"2x34"	"2"	"34"	"5"
"3x33"	"3"	"33"	"2"
"3x35"	"3"	"35"	"5"
"4x32"	"4"	"32"	"5"
"4x34"	"4"	"34"	"0"
"5x31"	"5"	"31"	"0"
"5x33"	"5"	"33"	"0"
"5x35"	"5"	"35"	"1"
"6x30"	"6"	"30"	"2"
"6x32"	"6"	"32"	"5"
"6x34"	"6"	"34"	"2"
"7x29"	"7"	"29"	"1"
"7x31"	"7"	"31"	"2"
"7x33"	"7"	"33"	"8"
"7x35"	"7"	"35"	"2"
"8x28"	"8"	"28"	"5"
"8x30"	"8"	"30"	"1"
"8x32"	"8"	"32"	"1"
"8x34"	"8"	"34"	"5"
"9x27"	"9"	"27"	"5"
"9x29"	"9"	"29"	"2"
"9x31"	"9"	"31"	"2"
"9x33"	"9"	"33"	"2"
"9x35"	"9"	"35"	"5"
"10x24"	"10"	"24"	"5"
"10x26"	"10"	"26"	"5"
"10x28"	"10"	"28"	"0"
"10x30"	"10"	"30"	"0"
"10x32"	"10"	"32"	"0"
"10x34"	"10"	"34"	"3"
"11x25"	"11"	"25"	"5"
"11x27"	"11"	"27"	"5"
"11x29"	"11"	"29"	"0"
"11x31"	"11"	"31"	"0"
"11x33"	"11"	"33"	"1"
"11x35"	"11"	"35"	"5"
"12x24"	"12"	"24"	"0"
"12x26"	"12"	"26"	"1"
"12x28"	"12"	"28"	"2"
"12x30"	"12"	"30"	"1"
"12x32"	"12"	"32"	"0"
"12x34"	"12"	"34"	"2"
"13x23"	"13"	"23"	"5"
"13x25"	"13"	"25"	"0"
"13x27"	"13"	"27"	"1"
"13x29"	"13"	"29"	"1"
"13x31"	"13"	"31"	"3"
"13x33"	"13"	"33"	"0"
"13x35"	"13"	"35"	"5"
"14x24"	"14"	"24"	"5"
"14x26"	"14"	"26"	"0"
"14x28"	"14"	"28"	"3"
"14x30"	"14"	"30"	"1"
"14x32"	"14"	"32"	"2"
"14x34"	"14"	"34"	"0"
"14x36"	"14"	"36"	"5"
"15x23"	"15"	"23"	"2"
"15x25"	"15"	"25"	"0"
