"x_cord"	"y_cord"	"cluster"
"4x12"	"4"	"12"	"6"
"5x9"	"5"	"9"	"2"
"5x11"	"5"	"11"	"0"
"5x13"	"5"	"13"	"2"
"5x15"	"5"	"15"	"2"
"6x8"	"6"	"8"	"2"
"6x10"	"6"	"10"	"2"
"6x12"	"6"	"12"	"0"
"6x14"	"6"	"14"	"2"
"6x16"	"6"	"16"	"3"
"6x18"	"6"	"18"	"5"
"6x20"	"6"	"20"	"2"
"6x22"	"6"	"22"	"5"
"6x24"	"6"	"24"	"6"
"7x7"	"7"	"7"	"2"
"7x9"	"7"	"9"	"2"
"7x11"	"7"	"11"	"2"
"7x13"	"7"	"13"	"2"
"7x15"	"7"	"15"	"2"
"7x17"	"7"	"17"	"3"
"7x19"	"7"	"19"	"5"
"7x21"	"7"	"21"	"6"
"7x23"	"7"	"23"	"5"
"7x25"	"7"	"25"	"7"
"7x27"	"7"	"27"	"3"
"7x29"	"7"	"29"	"6"
"8x8"	"8"	"8"	"3"
"8x10"	"8"	"10"	"3"
"8x12"	"8"	"12"	"3"
"8x14"	"8"	"14"	"3"
"8x16"	"8"	"16"	"9"
"8x18"	"8"	"18"	"5"
"8x20"	"8"	"20"	"5"
"8x22"	"8"	"22"	"2"
"8x24"	"8"	"24"	"2"
"8x26"	"8"	"26"	"5"
"8x28"	"8"	"28"	"1"
"8x30"	"8"	"30"	"5"
"8x32"	"8"	"32"	"1"
"8x34"	"8"	"34"	"2"
"8x36"	"8"	"36"	"3"
"8x38"	"8"	"38"	"3"
"8x46"	"8"	"46"	"0"
"8x48"	"8"	"48"	"0"
"8x50"	"8"	"50"	"9"
"8x52"	"8"	"52"	"9"
"8x54"	"8"	"54"	"7"
"8x56"	"8"	"56"	"0"
"9x7"	"9"	"7"	"1"
"9x9"	"9"	"9"	"3"
"9x11"	"9"	"11"	"1"
"9x13"	"9"	"13"	"1"
"9x15"	"9"	"15"	"2"
"9x17"	"9"	"17"	"2"
"9x19"	"9"	"19"	"1"
"9x21"	"9"	"21"	"5"
"9x23"	"9"	"23"	"3"
"9x25"	"9"	"25"	"7"
"9x27"	"9"	"27"	"3"
"9x29"	"9"	"29"	"1"
"9x31"	"9"	"31"	"2"
