"x_cord"	"y_cord"	"cluster"
"18x14"	"18"	"14"	"2"
"18x16"	"18"	"16"	"3"
"19x11"	"19"	"11"	"0"
"19x13"	"19"	"13"	"0"
"19x15"	"19"	"15"	"2"
"19x17"	"19"	"17"	"2"
"19x19"	"19"	"19"	"2"
"19x21"	"19"	"21"	"2"
"19x23"	"19"	"23"	"6"
"19x25"	"19"	"25"	"2"
"20x8"	"20"	"8"	"9"
"20x10"	"20"	"10"	"0"
"20x12"	"20"	"12"	"0"
"20x14"	"20"	"14"	"2"
"20x16"	"20"	"16"	"0"
"20x18"	"20"	"18"	"2"
"20x20"	"20"	"20"	"2"
"20x22"	"20"	"22"	"2"
"20x24"	"20"	"24"	"6"
"20x26"	"20"	"26"	"2"
"21x7"	"21"	"7"	"2"
"21x9"	"21"	"9"	"9"
"21x11"	"21"	"11"	"0"
"21x13"	"21"	"13"	"2"
"21x15"	"21"	"15"	"2"
"21x17"	"21"	"17"	"2"
"21x19"	"21"	"19"	"2"
"21x21"	"21"	"21"	"2"
"21x23"	"21"	"23"	"2"
"21x25"	"21"	"25"	"0"
"21x27"	"21"	"27"	"2"
"21x29"	"21"	"29"	"4"
"22x8"	"22"	"8"	"9"
"22x10"	"22"	"10"	"9"
"22x12"	"22"	"12"	"0"
"22x14"	"22"	"14"	"0"
"22x16"	"22"	"16"	"0"
"22x18"	"22"	"18"	"0"
"22x20"	"22"	"20"	"6"
"22x22"	"22"	"22"	"2"
"22x24"	"22"	"24"	"2"
"22x26"	"22"	"26"	"2"
"22x28"	"22"	"28"	"2"
"22x30"	"22"	"30"	"2"
"22x32"	"22"	"32"	"2"
"23x7"	"23"	"7"	"2"
"23x9"	"23"	"9"	"9"
"23x11"	"23"	"11"	"2"
"23x13"	"23"	"13"	"0"
"23x15"	"23"	"15"	"0"
"23x17"	"23"	"17"	"2"
"23x19"	"23"	"19"	"10"
"23x21"	"23"	"21"	"2"
"23x23"	"23"	"23"	"2"
"23x25"	"23"	"25"	"2"
"23x27"	"23"	"27"	"7"
"23x29"	"23"	"29"	"2"
"23x31"	"23"	"31"	"3"
"23x33"	"23"	"33"	"2"
