"x_cord"	"y_cord"	"cluster"
"23x27"	"23"	"27"	"0"
"23x29"	"23"	"29"	"8"
"24x24"	"24"	"24"	"0"
"24x26"	"24"	"26"	"1"
"24x28"	"24"	"28"	"0"
"24x30"	"24"	"30"	"3"
"24x32"	"24"	"32"	"1"
"24x34"	"24"	"34"	"1"
"25x23"	"25"	"23"	"0"
"25x25"	"25"	"25"	"1"
"25x27"	"25"	"27"	"6"
"25x29"	"25"	"29"	"0"
"25x31"	"25"	"31"	"1"
"25x33"	"25"	"33"	"3"
"25x35"	"25"	"35"	"4"
"25x37"	"25"	"37"	"1"
"26x22"	"26"	"22"	"5"
"26x24"	"26"	"24"	"1"
"26x26"	"26"	"26"	"1"
"26x28"	"26"	"28"	"0"
"26x30"	"26"	"30"	"1"
"26x32"	"26"	"32"	"3"
"26x34"	"26"	"34"	"3"
"26x36"	"26"	"36"	"0"
"26x38"	"26"	"38"	"0"
"26x40"	"26"	"40"	"5"
"27x23"	"27"	"23"	"1"
"27x25"	"27"	"25"	"1"
"27x27"	"27"	"27"	"0"
"27x29"	"27"	"29"	"4"
"27x31"	"27"	"31"	"3"
"27x33"	"27"	"33"	"3"
"27x35"	"27"	"35"	"7"
"27x37"	"27"	"37"	"0"
"27x39"	"27"	"39"	"0"
"27x41"	"27"	"41"	"1"
"28x22"	"28"	"22"	"3"
"28x24"	"28"	"24"	"0"
"28x26"	"28"	"26"	"0"
"28x28"	"28"	"28"	"0"
"28x30"	"28"	"30"	"3"
"28x32"	"28"	"32"	"3"
"28x34"	"28"	"34"	"1"
"28x36"	"28"	"36"	"0"
"28x38"	"28"	"38"	"0"
"28x40"	"28"	"40"	"1"
"28x42"	"28"	"42"	"1"
"28x44"	"28"	"44"	"1"
"29x21"	"29"	"21"	"1"
"29x23"	"29"	"23"	"1"
"29x25"	"29"	"25"	"3"
"29x27"	"29"	"27"	"0"
"29x29"	"29"	"29"	"1"
"29x31"	"29"	"31"	"1"
"29x33"	"29"	"33"	"3"
"29x35"	"29"	"35"	"6"
"29x37"	"29"	"37"	"0"
"29x39"	"29"	"39"	"1"
"29x41"	"29"	"41"	"1"
"29x43"	"29"	"43"	"1"
"29x45"	"29"	"45"	"0"
