"x_cord"	"y_cord"	"cluster"
"13x35"	"13"	"35"	"5"
"13x37"	"13"	"37"	"0"
"13x39"	"13"	"39"	"1"
"13x41"	"13"	"41"	"4"
"14x26"	"14"	"26"	"11"
"14x28"	"14"	"28"	"0"
"14x30"	"14"	"30"	"0"
"14x36"	"14"	"36"	"0"
"14x38"	"14"	"38"	"6"
"14x40"	"14"	"40"	"7"
"14x42"	"14"	"42"	"11"
"15x23"	"15"	"23"	"4"
"15x25"	"15"	"25"	"0"
"15x27"	"15"	"27"	"11"
"15x29"	"15"	"29"	"0"
"15x31"	"15"	"31"	"0"
"15x35"	"15"	"35"	"1"
"15x37"	"15"	"37"	"0"
"15x39"	"15"	"39"	"0"
"15x41"	"15"	"41"	"0"
"16x20"	"16"	"20"	"5"
"16x22"	"16"	"22"	"4"
"16x24"	"16"	"24"	"0"
"16x26"	"16"	"26"	"4"
"16x28"	"16"	"28"	"4"
"16x30"	"16"	"30"	"0"
"16x32"	"16"	"32"	"1"
"16x34"	"16"	"34"	"1"
"16x36"	"16"	"36"	"1"
"16x38"	"16"	"38"	"0"
"16x40"	"16"	"40"	"0"
"16x42"	"16"	"42"	"1"
"17x19"	"17"	"19"	"0"
"17x21"	"17"	"21"	"0"
"17x23"	"17"	"23"	"3"
"17x25"	"17"	"25"	"1"
"17x27"	"17"	"27"	"4"
"17x29"	"17"	"29"	"1"
"17x31"	"17"	"31"	"4"
"17x33"	"17"	"33"	"3"
"17x35"	"17"	"35"	"1"
"17x37"	"17"	"37"	"4"
"17x39"	"17"	"39"	"0"
"17x41"	"17"	"41"	"0"
"18x18"	"18"	"18"	"0"
"18x20"	"18"	"20"	"3"
"18x22"	"18"	"22"	"0"
"18x24"	"18"	"24"	"1"
"18x26"	"18"	"26"	"4"
"18x28"	"18"	"28"	"4"
"18x30"	"18"	"30"	"1"
"18x32"	"18"	"32"	"3"
"18x34"	"18"	"34"	"5"
"18x36"	"18"	"36"	"4"
"18x38"	"18"	"38"	"1"
"18x40"	"18"	"40"	"0"
"18x42"	"18"	"42"	"3"
"19x17"	"19"	"17"	"1"
"19x19"	"19"	"19"	"4"
"19x21"	"19"	"21"	"4"
"19x23"	"19"	"23"	"0"
"19x25"	"19"	"25"	"3"
"19x27"	"19"	"27"	"6"
"19x29"	"19"	"29"	"1"
