"x_cord"	"y_cord"	"cluster"
"12x48"	"12"	"48"	"5"
"13x45"	"13"	"45"	"5"
"13x47"	"13"	"47"	"2"
"13x49"	"13"	"49"	"1"
"14x44"	"14"	"44"	"2"
"14x46"	"14"	"46"	"1"
"14x48"	"14"	"48"	"3"
"14x50"	"14"	"50"	"3"
"15x41"	"15"	"41"	"9"
"15x43"	"15"	"43"	"2"
"15x45"	"15"	"45"	"2"
"15x47"	"15"	"47"	"3"
"15x49"	"15"	"49"	"3"
"15x51"	"15"	"51"	"1"
"16x40"	"16"	"40"	"5"
"16x42"	"16"	"42"	"2"
"16x44"	"16"	"44"	"2"
"16x46"	"16"	"46"	"1"
"16x48"	"16"	"48"	"1"
"16x50"	"16"	"50"	"2"
"17x41"	"17"	"41"	"9"
"17x43"	"17"	"43"	"1"
"17x45"	"17"	"45"	"0"
"17x47"	"17"	"47"	"1"
"17x49"	"17"	"49"	"2"
"17x51"	"17"	"51"	"1"
"18x40"	"18"	"40"	"2"
"18x42"	"18"	"42"	"3"
"18x44"	"18"	"44"	"0"
"18x46"	"18"	"46"	"1"
"18x48"	"18"	"48"	"0"
"18x50"	"18"	"50"	"0"
"18x52"	"18"	"52"	"5"
"19x39"	"19"	"39"	"3"
"19x41"	"19"	"41"	"0"
"19x43"	"19"	"43"	"2"
"19x45"	"19"	"45"	"2"
"19x47"	"19"	"47"	"3"
"19x49"	"19"	"49"	"0"
"19x51"	"19"	"51"	"0"
"20x34"	"20"	"34"	"5"
"20x38"	"20"	"38"	"1"
"20x40"	"20"	"40"	"2"
"20x42"	"20"	"42"	"0"
"20x44"	"20"	"44"	"7"
"20x46"	"20"	"46"	"1"
"20x48"	"20"	"48"	"2"
"20x50"	"20"	"50"	"2"
"20x52"	"20"	"52"	"0"
"21x33"	"21"	"33"	"4"
"21x37"	"21"	"37"	"2"
"21x39"	"21"	"39"	"2"
"21x41"	"21"	"41"	"1"
"21x43"	"21"	"43"	"2"
"21x45"	"21"	"45"	"3"
"21x47"	"21"	"47"	"2"
"21x49"	"21"	"49"	"2"
"21x51"	"21"	"51"	"1"
"22x32"	"22"	"32"	"1"
"22x36"	"22"	"36"	"0"
"22x38"	"22"	"38"	"0"
"22x40"	"22"	"40"	"1"
"22x42"	"22"	"42"	"3"
"22x44"	"22"	"44"	"1"
"22x46"	"22"	"46"	"1"
"22x48"	"22"	"48"	"2"
"22x50"	"22"	"50"	"3"
"22x52"	"22"	"52"	"8"
"23x31"	"23"	"31"	"5"
"23x33"	"23"	"33"	"1"
"23x35"	"23"	"35"	"2"
"23x37"	"23"	"37"	"7"
"23x39"	"23"	"39"	"0"
"23x41"	"23"	"41"	"3"
"23x43"	"23"	"43"	"2"
"23x45"	"23"	"45"	"2"
"23x47"	"23"	"47"	"0"
"23x49"	"23"	"49"	"1"
"23x51"	"23"	"51"	"8"
"23x53"	"23"	"53"	"8"
"24x30"	"24"	"30"	"5"
"24x32"	"24"	"32"	"0"
"24x34"	"24"	"34"	"2"
"24x36"	"24"	"36"	"2"
"24x38"	"24"	"38"	"6"
"24x40"	"24"	"40"	"2"
"24x42"	"24"	"42"	"0"
"24x44"	"24"	"44"	"2"
"24x46"	"24"	"46"	"0"
"24x48"	"24"	"48"	"0"
"24x50"	"24"	"50"	"8"
"24x52"	"24"	"52"	"6"
"25x29"	"25"	"29"	"9"
"25x31"	"25"	"31"	"2"
"25x33"	"25"	"33"	"0"
"25x35"	"25"	"35"	"1"
"25x37"	"25"	"37"	"6"
"25x39"	"25"	"39"	"0"
"25x41"	"25"	"41"	"6"
"25x43"	"25"	"43"	"2"
"25x45"	"25"	"45"	"9"
"25x47"	"25"	"47"	"2"
"25x49"	"25"	"49"	"2"
"25x51"	"25"	"51"	"8"
"25x53"	"25"	"53"	"1"
"26x28"	"26"	"28"	"9"
"26x30"	"26"	"30"	"3"
"26x32"	"26"	"32"	"2"
"26x34"	"26"	"34"	"2"
"26x36"	"26"	"36"	"0"
"26x38"	"26"	"38"	"9"
"26x40"	"26"	"40"	"0"
"26x42"	"26"	"42"	"0"
"26x44"	"26"	"44"	"2"
"26x46"	"26"	"46"	"2"
"26x48"	"26"	"48"	"2"
"26x50"	"26"	"50"	"2"
"26x52"	"26"	"52"	"2"
"27x27"	"27"	"27"	"9"
"27x29"	"27"	"29"	"0"
"27x31"	"27"	"31"	"2"
"27x33"	"27"	"33"	"10"
"27x35"	"27"	"35"	"2"
"27x37"	"27"	"37"	"7"
"27x39"	"27"	"39"	"2"
"27x41"	"27"	"41"	"0"
"27x43"	"27"	"43"	"0"
"27x45"	"27"	"45"	"3"
"27x47"	"27"	"47"	"1"
"27x49"	"27"	"49"	"0"
"27x51"	"27"	"51"	"0"
"27x53"	"27"	"53"	"1"
"28x26"	"28"	"26"	"5"
"28x28"	"28"	"28"	"2"
"28x30"	"28"	"30"	"0"
"28x32"	"28"	"32"	"0"
"28x34"	"28"	"34"	"4"
"28x36"	"28"	"36"	"1"
"28x38"	"28"	"38"	"3"
"28x40"	"28"	"40"	"11"
"28x42"	"28"	"42"	"0"
"28x44"	"28"	"44"	"2"
"28x46"	"28"	"46"	"1"
"28x48"	"28"	"48"	"0"
"28x50"	"28"	"50"	"0"
"28x52"	"28"	"52"	"6"
"28x54"	"28"	"54"	"5"
"29x25"	"29"	"25"	"8"
"29x27"	"29"	"27"	"2"
"29x29"	"29"	"29"	"0"
"29x31"	"29"	"31"	"0"
"29x33"	"29"	"33"	"0"
"29x35"	"29"	"35"	"2"
"29x37"	"29"	"37"	"0"
"29x39"	"29"	"39"	"1"
"29x41"	"29"	"41"	"0"
"29x43"	"29"	"43"	"2"
"29x45"	"29"	"45"	"3"
"29x47"	"29"	"47"	"1"
"29x49"	"29"	"49"	"0"
"29x51"	"29"	"51"	"2"
"29x53"	"29"	"53"	"0"
"30x24"	"30"	"24"	"5"
"30x26"	"30"	"26"	"2"
"30x28"	"30"	"28"	"1"
"30x30"	"30"	"30"	"1"
"30x32"	"30"	"32"	"2"
"30x34"	"30"	"34"	"2"
"30x36"	"30"	"36"	"6"
"30x38"	"30"	"38"	"2"
"30x40"	"30"	"40"	"9"
"30x42"	"30"	"42"	"2"
"30x44"	"30"	"44"	"3"
"30x46"	"30"	"46"	"2"
"30x48"	"30"	"48"	"2"
"30x50"	"30"	"50"	"0"
"30x52"	"30"	"52"	"2"
"30x54"	"30"	"54"	"2"
"31x23"	"31"	"23"	"5"
"31x25"	"31"	"25"	"6"
"31x27"	"31"	"27"	"6"
"31x29"	"31"	"29"	"1"
"31x31"	"31"	"31"	"1"
"31x33"	"31"	"33"	"0"
"31x35"	"31"	"35"	"0"
"31x37"	"31"	"37"	"0"
"31x39"	"31"	"39"	"1"
"31x41"	"31"	"41"	"1"
"31x43"	"31"	"43"	"3"
"31x45"	"31"	"45"	"1"
"31x47"	"31"	"47"	"1"
"31x49"	"31"	"49"	"6"
"31x51"	"31"	"51"	"2"
"31x53"	"31"	"53"	"0"
"31x55"	"31"	"55"	"5"
"32x22"	"32"	"22"	"5"
"32x24"	"32"	"24"	"6"
"32x26"	"32"	"26"	"6"
"32x28"	"32"	"28"	"0"
"32x30"	"32"	"30"	"7"
"32x32"	"32"	"32"	"2"
"32x34"	"32"	"34"	"2"
"32x36"	"32"	"36"	"2"
"32x38"	"32"	"38"	"2"
"32x40"	"32"	"40"	"1"
"32x42"	"32"	"42"	"2"
"32x44"	"32"	"44"	"3"
"32x46"	"32"	"46"	"2"
"32x48"	"32"	"48"	"6"
"32x50"	"32"	"50"	"1"
"32x52"	"32"	"52"	"0"
"32x54"	"32"	"54"	"1"
"33x21"	"33"	"21"	"8"
"33x23"	"33"	"23"	"2"
"33x25"	"33"	"25"	"0"
"33x27"	"33"	"27"	"0"
"33x29"	"33"	"29"	"2"
"33x31"	"33"	"31"	"0"
"33x33"	"33"	"33"	"9"
"33x35"	"33"	"35"	"9"
"33x37"	"33"	"37"	"2"
"33x39"	"33"	"39"	"3"
"33x41"	"33"	"41"	"7"
"33x43"	"33"	"43"	"2"
"33x45"	"33"	"45"	"2"
"33x47"	"33"	"47"	"2"
"33x49"	"33"	"49"	"0"
"33x51"	"33"	"51"	"1"
"33x53"	"33"	"53"	"2"
"33x55"	"33"	"55"	"1"
"34x22"	"34"	"22"	"9"
"34x24"	"34"	"24"	"0"
"34x26"	"34"	"26"	"10"
"34x28"	"34"	"28"	"4"
"34x30"	"34"	"30"	"2"
"34x32"	"34"	"32"	"2"
"34x34"	"34"	"34"	"0"
"34x36"	"34"	"36"	"3"
"34x38"	"34"	"38"	"1"
"34x40"	"34"	"40"	"1"
"34x42"	"34"	"42"	"7"
"34x44"	"34"	"44"	"2"
"34x46"	"34"	"46"	"2"
"34x48"	"34"	"48"	"0"
"34x50"	"34"	"50"	"9"
"34x52"	"34"	"52"	"2"
"34x54"	"34"	"54"	"3"
