"x_cord"	"y_cord"	"cluster"
"2x18"	"2"	"18"	"9"
"2x20"	"2"	"20"	"6"
"2x22"	"2"	"22"	"2"
"2x24"	"2"	"24"	"2"
"2x26"	"2"	"26"	"2"
"2x28"	"2"	"28"	"6"
"2x30"	"2"	"30"	"2"
"2x32"	"2"	"32"	"2"
"2x34"	"2"	"34"	"0"
"2x36"	"2"	"36"	"7"
"2x38"	"2"	"38"	"5"
"2x40"	"2"	"40"	"2"
"2x42"	"2"	"42"	"1"
"2x44"	"2"	"44"	"3"
"2x46"	"2"	"46"	"2"
"3x17"	"3"	"17"	"2"
"3x19"	"3"	"19"	"2"
"3x21"	"3"	"21"	"2"
"3x23"	"3"	"23"	"1"
"3x25"	"3"	"25"	"2"
"3x27"	"3"	"27"	"6"
"3x29"	"3"	"29"	"6"
"3x31"	"3"	"31"	"2"
"3x33"	"3"	"33"	"0"
"3x35"	"3"	"35"	"6"
"3x37"	"3"	"37"	"7"
"3x39"	"3"	"39"	"5"
"3x41"	"3"	"41"	"2"
"3x43"	"3"	"43"	"3"
"3x45"	"3"	"45"	"2"
"3x47"	"3"	"47"	"0"
"4x16"	"4"	"16"	"2"
"4x18"	"4"	"18"	"2"
"4x20"	"4"	"20"	"0"
"4x22"	"4"	"22"	"1"
"4x24"	"4"	"24"	"2"
"4x26"	"4"	"26"	"2"
"4x28"	"4"	"28"	"2"
"4x30"	"4"	"30"	"2"
"4x32"	"4"	"32"	"9"
"4x34"	"4"	"34"	"0"
"4x36"	"4"	"36"	"6"
"4x38"	"4"	"38"	"7"
"4x40"	"4"	"40"	"7"
"4x42"	"4"	"42"	"2"
"4x44"	"4"	"44"	"3"
"4x46"	"4"	"46"	"2"
"5x15"	"5"	"15"	"0"
"5x17"	"5"	"17"	"0"
"5x19"	"5"	"19"	"1"
"5x21"	"5"	"21"	"0"
"5x23"	"5"	"23"	"3"
"5x25"	"5"	"25"	"0"
"5x27"	"5"	"27"	"2"
"5x29"	"5"	"29"	"2"
"5x31"	"5"	"31"	"1"
"5x33"	"5"	"33"	"0"
"5x35"	"5"	"35"	"0"
"5x37"	"5"	"37"	"6"
"5x39"	"5"	"39"	"7"
"5x41"	"5"	"41"	"6"
"5x43"	"5"	"43"	"2"
"5x45"	"5"	"45"	"3"
"5x47"	"5"	"47"	"3"
"6x16"	"6"	"16"	"0"
"6x18"	"6"	"18"	"0"
"6x20"	"6"	"20"	"0"
"6x22"	"6"	"22"	"2"
"6x24"	"6"	"24"	"2"
"6x26"	"6"	"26"	"2"
"6x28"	"6"	"28"	"2"
"6x30"	"6"	"30"	"0"
"6x32"	"6"	"32"	"9"
"6x34"	"6"	"34"	"9"
"6x36"	"6"	"36"	"0"
"6x38"	"6"	"38"	"2"
"6x40"	"6"	"40"	"6"
"6x42"	"6"	"42"	"2"
"6x44"	"6"	"44"	"3"
"6x46"	"6"	"46"	"3"
"7x15"	"7"	"15"	"5"
"7x17"	"7"	"17"	"0"
"7x19"	"7"	"19"	"0"
"7x21"	"7"	"21"	"0"
"7x23"	"7"	"23"	"2"
"7x25"	"7"	"25"	"3"
"7x27"	"7"	"27"	"2"
"7x29"	"7"	"29"	"2"
"7x31"	"7"	"31"	"2"
"7x33"	"7"	"33"	"0"
"7x35"	"7"	"35"	"2"
"7x37"	"7"	"37"	"2"
"7x39"	"7"	"39"	"0"
"7x41"	"7"	"41"	"0"
"7x43"	"7"	"43"	"2"
"7x45"	"7"	"45"	"2"
"7x47"	"7"	"47"	"2"
"8x16"	"8"	"16"	"0"
"8x18"	"8"	"18"	"1"
"8x20"	"8"	"20"	"9"
"8x22"	"8"	"22"	"0"
"8x24"	"8"	"24"	"2"
"8x26"	"8"	"26"	"1"
"8x28"	"8"	"28"	"0"
"8x30"	"8"	"30"	"0"
"8x32"	"8"	"32"	"0"
"8x34"	"8"	"34"	"0"
"8x36"	"8"	"36"	"2"
"8x38"	"8"	"38"	"0"
"8x40"	"8"	"40"	"0"
"8x42"	"8"	"42"	"0"
"8x44"	"8"	"44"	"0"
"8x46"	"8"	"46"	"1"
"8x48"	"8"	"48"	"1"
"9x17"	"9"	"17"	"2"
"9x19"	"9"	"19"	"2"
"9x21"	"9"	"21"	"2"
"9x23"	"9"	"23"	"6"
"9x25"	"9"	"25"	"2"
"9x27"	"9"	"27"	"2"
"9x29"	"9"	"29"	"0"
"9x31"	"9"	"31"	"1"
"9x33"	"9"	"33"	"2"
"9x35"	"9"	"35"	"2"
"9x37"	"9"	"37"	"1"
"9x39"	"9"	"39"	"6"
"9x41"	"9"	"41"	"0"
"9x43"	"9"	"43"	"2"
"9x45"	"9"	"45"	"1"
"9x47"	"9"	"47"	"2"
"10x16"	"10"	"16"	"2"
"10x18"	"10"	"18"	"0"
"10x20"	"10"	"20"	"0"
"10x22"	"10"	"22"	"6"
"10x24"	"10"	"24"	"0"
"10x26"	"10"	"26"	"1"
"10x28"	"10"	"28"	"2"
"10x30"	"10"	"30"	"2"
"10x32"	"10"	"32"	"0"
"10x34"	"10"	"34"	"0"
"10x36"	"10"	"36"	"3"
"10x38"	"10"	"38"	"2"
"10x40"	"10"	"40"	"2"
"10x42"	"10"	"42"	"2"
"10x44"	"10"	"44"	"3"
"10x46"	"10"	"46"	"2"
"10x48"	"10"	"48"	"2"
"11x17"	"11"	"17"	"0"
"11x19"	"11"	"19"	"2"
"11x21"	"11"	"21"	"0"
"11x23"	"11"	"23"	"0"
"11x25"	"11"	"25"	"2"
"11x27"	"11"	"27"	"9"
"11x29"	"11"	"29"	"2"
"11x31"	"11"	"31"	"0"
"11x33"	"11"	"33"	"0"
"11x35"	"11"	"35"	"2"
"11x37"	"11"	"37"	"2"
"11x39"	"11"	"39"	"2"
"11x41"	"11"	"41"	"2"
