"x_cord"	"y_cord"	"cluster"
"11x33"	"11"	"33"	"1"
"12x30"	"12"	"30"	"8"
"12x32"	"12"	"32"	"0"
"13x31"	"13"	"31"	"0"
"13x33"	"13"	"33"	"7"
"14x30"	"14"	"30"	"1"
"14x32"	"14"	"32"	"0"
"14x34"	"14"	"34"	"0"
"15x29"	"15"	"29"	"7"
"15x31"	"15"	"31"	"5"
"15x33"	"15"	"33"	"0"
"15x35"	"15"	"35"	"1"
"16x30"	"16"	"30"	"1"
"16x32"	"16"	"32"	"1"
"16x34"	"16"	"34"	"0"
"16x36"	"16"	"36"	"3"
"17x29"	"17"	"29"	"1"
"17x31"	"17"	"31"	"1"
"17x33"	"17"	"33"	"0"
"17x35"	"17"	"35"	"1"
"17x37"	"17"	"37"	"0"
"18x28"	"18"	"28"	"5"
"18x30"	"18"	"30"	"1"
"18x32"	"18"	"32"	"1"
"18x34"	"18"	"34"	"4"
"18x36"	"18"	"36"	"7"
"18x38"	"18"	"38"	"7"
"19x29"	"19"	"29"	"0"
"19x31"	"19"	"31"	"1"
"19x33"	"19"	"33"	"0"
"19x35"	"19"	"35"	"0"
"19x37"	"19"	"37"	"0"
"19x39"	"19"	"39"	"8"
"19x47"	"19"	"47"	"8"
"20x28"	"20"	"28"	"0"
"20x30"	"20"	"30"	"4"
"20x32"	"20"	"32"	"1"
"20x34"	"20"	"34"	"5"
"20x36"	"20"	"36"	"0"
"20x38"	"20"	"38"	"4"
"20x40"	"20"	"40"	"1"
"20x44"	"20"	"44"	"8"
"20x46"	"20"	"46"	"0"
"20x48"	"20"	"48"	"5"
"21x29"	"21"	"29"	"0"
"21x31"	"21"	"31"	"3"
"21x33"	"21"	"33"	"4"
"21x35"	"21"	"35"	"0"
"21x37"	"21"	"37"	"0"
"21x39"	"21"	"39"	"7"
"21x41"	"21"	"41"	"4"
"21x43"	"21"	"43"	"7"
"21x45"	"21"	"45"	"7"
"21x47"	"21"	"47"	"5"
"21x49"	"21"	"49"	"0"
"21x51"	"21"	"51"	"8"
"22x28"	"22"	"28"	"1"
"22x30"	"22"	"30"	"1"
"22x32"	"22"	"32"	"3"
"22x34"	"22"	"34"	"4"
"22x36"	"22"	"36"	"1"
"22x38"	"22"	"38"	"7"
"22x40"	"22"	"40"	"1"
"22x42"	"22"	"42"	"0"
"22x44"	"22"	"44"	"0"
"22x46"	"22"	"46"	"0"
"22x48"	"22"	"48"	"5"
"22x50"	"22"	"50"	"8"
"23x29"	"23"	"29"	"4"
"23x31"	"23"	"31"	"1"
"23x33"	"23"	"33"	"1"
"23x35"	"23"	"35"	"3"
"23x37"	"23"	"37"	"0"
"23x39"	"23"	"39"	"7"
"23x41"	"23"	"41"	"7"
"23x43"	"23"	"43"	"7"
"23x45"	"23"	"45"	"1"
"23x47"	"23"	"47"	"0"
"23x49"	"23"	"49"	"0"
"24x28"	"24"	"28"	"1"
"24x30"	"24"	"30"	"0"
"24x32"	"24"	"32"	"3"
"24x34"	"24"	"34"	"3"
"24x36"	"24"	"36"	"5"
"24x38"	"24"	"38"	"6"
"24x40"	"24"	"40"	"7"
"24x42"	"24"	"42"	"7"
"24x44"	"24"	"44"	"8"
"24x46"	"24"	"46"	"6"
"24x48"	"24"	"48"	"1"
"25x27"	"25"	"27"	"1"
"25x29"	"25"	"29"	"1"
"25x31"	"25"	"31"	"1"
"25x33"	"25"	"33"	"1"
"25x35"	"25"	"35"	"4"
"25x37"	"25"	"37"	"0"
"25x39"	"25"	"39"	"5"
"25x41"	"25"	"41"	"1"
"25x43"	"25"	"43"	"5"
"25x45"	"25"	"45"	"7"
"25x47"	"25"	"47"	"0"
"25x49"	"25"	"49"	"0"
"26x28"	"26"	"28"	"1"
"26x30"	"26"	"30"	"1"
"26x32"	"26"	"32"	"1"
"26x34"	"26"	"34"	"1"
"26x36"	"26"	"36"	"0"
"26x38"	"26"	"38"	"3"
"26x40"	"26"	"40"	"5"
"26x42"	"26"	"42"	"1"
"26x44"	"26"	"44"	"5"
"26x46"	"26"	"46"	"1"
"26x48"	"26"	"48"	"4"
"27x27"	"27"	"27"	"3"
"27x29"	"27"	"29"	"0"
"27x31"	"27"	"31"	"4"
"27x33"	"27"	"33"	"4"
"27x35"	"27"	"35"	"1"
"27x37"	"27"	"37"	"3"
"27x39"	"27"	"39"	"4"
"27x41"	"27"	"41"	"1"
"27x43"	"27"	"43"	"5"
"27x45"	"27"	"45"	"1"
"27x47"	"27"	"47"	"1"
