	Activated periportal hepatocytes	B cells	Cholangiocytes	Endothelial cells	Fibroblasts	Inflammatory hepatocytes	Kupffer cells	Mesothelial cells	Midlobular hepatocytes	Monocytes & DCs	Pericentral hepatocytes	Periportal endothelial cells	Periportal hepatocytes	T & NK cells
12x40	1.7171135e-10	1.7059394e-10	1.7028186e-10	1.7093235e-10	1.7092876e-10	0.121241584	1.7016433e-10	1.7031207e-10	0.058271017	1.7060695e-10	0.32745937	1.7129201e-10	0.49302804	1.7030168e-10
13x39	1.5246554e-10	1.5224644e-10	0.026501581	0.023391096	1.5127875e-10	0.083357476	1.5104377e-10	1.5156988e-10	0.16644591	1.5202618e-10	1.5160284e-10	1.5199053e-10	0.70030385	1.5141241e-10
14x38	0.19075395	0.067379594	0.10586489	1.4505117e-10	1.4506418e-10	0.009048888	1.4482752e-10	1.4481867e-10	0.11922604	1.4403853e-10	1.444022e-10	0.012308748	0.4954179	1.4507746e-10
14x40	1.4265854e-10	1.4245188e-10	1.4185457e-10	0.00972551	1.4168719e-10	0.011979342	0.012817789	1.4206929e-10	0.25971252	1.4195146e-10	0.2410094	1.4233699e-10	0.4647555	1.4255817e-10
15x37	1.5199206e-10	1.5142838e-10	1.517826e-10	1.5123443e-10	1.5166078e-10	0.079556435	1.5153645e-10	1.5089817e-10	0.15348677	1.5119057e-10	0.5358637	1.5190281e-10	0.23109314	1.5109171e-10
15x39	0.040499177	0.054301873	1.47712e-10	0.07001756	0.05158567	0.045760885	0.042287007	1.4747523e-10	0.16972534	1.4713752e-10	1.4698016e-10	1.479384e-10	0.5193327	0.006489761
16x36	0.108048916	1.4951484e-10	1.4867933e-10	0.0108192125	1.4929798e-10	0.036103506	0.057826784	1.4865892e-10	0.2078633	1.493501e-10	0.22487943	1.4942816e-10	0.3544588	1.4978659e-10
16x38	1.2847004e-10	1.281216e-10	0.13493171	0.08015829	1.2829325e-10	0.0017063497	1.281453e-10	1.2803682e-10	0.18504088	1.2768735e-10	1.2809276e-10	1.2794893e-10	0.59816283	1.27956e-10
16x40	0.06414492	0.074062355	1.3571261e-10	0.038215343	0.03612855	0.03179569	1.3526165e-10	1.3526863e-10	0.1264414	1.3551808e-10	1.3485876e-10	1.3548837e-10	0.5746301	0.05458164
17x35	0.20737557	1.5202549e-10	1.5173174e-10	1.5204346e-10	1.5289174e-10	0.013439418	1.5194607e-10	1.5235176e-10	0.14933509	1.5224864e-10	0.34540018	1.5184813e-10	0.28444976	1.5157699e-10
17x37	1.2924518e-10	1.2872092e-10	1.2871895e-10	0.0527769	0.08559492	0.023423795	0.12716243	1.2859798e-10	0.080244824	1.2895437e-10	0.26795274	1.2869097e-10	0.3017232	0.061121162
17x39	1.2951558e-10	0.0027222848	0.094390504	0.061806563	0.04959905	0.047478348	0.016650807	1.2870907e-10	0.07110818	1.2907045e-10	1.2864625e-10	0.09284311	0.55134225	0.012058916
17x41	0.11719774	1.5513689e-10	1.5484364e-10	1.546919e-10	1.5466682e-10	0.036247633	1.546742e-10	1.5518749e-10	0.16653396	1.5458602e-10	0.3386125	1.5460783e-10	0.34140813	1.5531039e-10
18x36	1.3115188e-10	1.3085678e-10	0.03719731	0.014464255	1.3122069e-10	0.035506483	1.3071559e-10	1.311141e-10	0.12416127	1.3066224e-10	0.7514826	0.013422549	0.021407256	0.0023582561
