	dist_type_ambigious	dist_type_central	dist_type_portal
12x28	785.4954864287889	330.55123536299175	785.9527461622612
12x30	736.4067506480368	386.9236906678111	736.3761690875118
13x27	715.5687038992132	258.3398730355033	716.0799466540032
13x29	707.3443690310964	305.4837088945988	707.662303927516
13x31	665.6876796216076	386.90480327853265	665.450499135736
14x26	636.979766397646	199.13468507520204	641.8926567581217
14x28	687.6767743642357	224.25027536214984	687.5687791050434
14x30	632.7769404774481	299.54080923974277	632.9356178949008
14x32	598.2781242866897	400.63099480694206	598.1031299031963
14x34	588.6335226607468	513.6800015573897	588.9913955228888
15x25	558.8830879531068	158.65391895569414	569.0293718253919
15x27	610.5789567287756	147.2977338590108	610.6523580565295
15x29	607.3938517963446	213.3207237940095	608.1960631243842
15x31	558.2699920289463	316.834758194236	558.2112360030025
15x33	532.5210985491559	432.4147088155073	532.4440631653243
15x35	536.4991351344379	553.9596393240216	538.31585709507
16x26	532.5908726217527	84.7277852891246	532.8068295358084
16x28	577.9946646812581	127.15845390692665	578.0624467996515
16x30	527.941256201862	233.29717100727999	528.3545116680656
16x32	486.3299377994324	353.75325920760093	486.11353447522913
16x34	473.8679394092831	478.5115087435203	474.319495698838
16x36	494.3217713190469	604.6259782708651	497.8519595221054
16x38	544.8338792696356	730.697554395798	550.819567553659
17x25	454.28190807030825	51.780034762444664	459.1343724880549
17x27	503.40777785012415	41.04961388368953	503.2193068633197
17x29	509.3476977468335	154.58239615169677	511.19377656618593
17x31	449.67145517588705	280.025673108735	449.85128387056966
17x33	419.334803707014	406.6435264454608	419.23759087181094
17x35	423.19868856129483	534.6906114754589	425.52650916247256
17x37	465.3000150440574	647.6829656552658	470.6928765129127
17x39	532.9662912417632	753.2049837859547	540.7902621164698
18x24	383.1726608201581	34.53705256677218	394.4782478160233
18x26	435.3259394982107	0.48332183894405834	435.2998892717523
18x28	479.1121342650381	93.49009145358673	479.46937045029256
18x30	427.3016419345943	220.6527887881771	428.50471782700384
18x32	375.90712150742746	348.38393189123974	375.7018019653351
18x34	364.3548407802481	471.00387471866946	365.15099616460026
18x36	391.6433939184985	568.4512890301158	396.2787756113115
18x38	455.7937305404715	676.975453617042	463.1192554839411
18x40	536.9495268644904	790.4323844580258	551.4484875307938
18x42	524.6924356230037	908.4143283766501	629.1809533035785
19x23	305.72857635490993	61.670433758811704	328.2809199450983
19x25	356.24099034221194	0.2884441020372352	356.407075126182
19x27	399.8173107808112	66.70503729104757	399.9125929500093
19x29	418.33492849629454	171.64717416840878	421.48137847359266
19x31	346.00182427264735	293.05095529617387	346.5069442305593
19x33	307.55401541843	385.21785057289316	307.44539742855136
19x35	316.32612348650554	482.94721906229046	319.66278544741476
19x37	371.7097039357459	592.9456838530828	378.6161433430961
19x39	451.75928811702386	709.008895853924	466.0491115751646
19x41	486.16079521080235	827.8614611153247	568.3907800096691
19x43	460.23342816444773	949.1810619686848	570.1828552315476
19x45	465.48015854599015	1071.361478680282	584.5937546707116
19x47	506.47438355755	1193.7134083187643	628.5565537006199
19x49	572.840638223232	1320.3105986092814	694.0802236053117
20x24	278.96601154979425	0.524976189936431	282.57026665946285
