	Activated periportal hepatocytes	B cells	Cholangiocytes	Endothelial cells	Fibroblasts	Inflammatory hepatocytes	Kupffer cells	Mesothelial cells	Midlobular hepatocytes	Monocytes & DCs	Pericentral hepatocytes	Periportal endothelial cells	Periportal hepatocytes	T & NK cells
23x27	0.10471894	0.042205263	1.3797558e-10	0.008785018	0.023010314	1.379711e-10	1.3782092e-10	0.042045996	0.18956561	1.3764281e-10	0.116737634	1.3828012e-10	0.4572507	0.01568052
23x29	0.08599572	1.4009006e-10	0.05671236	0.014588735	1.3958144e-10	1.4017025e-10	1.3985087e-10	1.3988315e-10	0.1866727	1.3988154e-10	0.3581415	1.4006254e-10	0.29788896	1.4004918e-10
24x24	0.21313784	1.3801744e-10	1.38063e-10	0.011802027	1.3789694e-10	0.0079549225	1.3727368e-10	1.3775209e-10	0.18153077	1.3751925e-10	1.373643e-10	0.045415767	0.5401586	1.3761921e-10
24x26	1.11474656e-10	0.02391787	1.1120793e-10	0.12098154	0.13105938	1.1166427e-10	0.062952384	1.1183094e-10	0.012981802	1.1134143e-10	0.5856069	1.1152272e-10	0.062500134	1.11456164e-10
24x28	1.2062433e-10	0.0152085675	0.06276506	0.04826125	0.14213906	1.2046178e-10	0.008024749	0.04616171	0.12336725	0.015999118	0.14671725	1.2057626e-10	0.37181813	0.019537874
24x30	1.2146366e-10	1.2150396e-10	1.2176311e-10	0.030306548	1.213296e-10	1.214523e-10	1.2152157e-10	1.2179353e-10	0.12966982	1.209518e-10	0.77625084	0.06377276	1.2133537e-10	1.2126551e-10
24x32	1.1157024e-10	1.1169991e-10	1.1154492e-10	0.09730144	0.12266383	1.1137442e-10	0.03445866	0.012478856	0.0218596	0.008797875	0.66816515	0.023060689	0.011213863	1.1162579e-10
24x34	1.3588329e-10	1.3532694e-10	0.048540372	0.04975923	0.04297913	0.028016781	0.029904468	0.02213773	0.14428525	1.3558298e-10	0.4856248	0.018182388	0.13056988	1.3554548e-10
25x23	0.071531646	0.012186754	0.095236175	0.04889796	0.06943859	0.027165618	0.0929445	0.018536262	0.029172812	1.1971428e-10	1.1918297e-10	0.025691707	0.509198	1.1975217e-10
25x25	1.1818357e-10	1.1828258e-10	1.1799302e-10	0.06892245	1.1791337e-10	1.1845484e-10	0.020321475	1.1775336e-10	0.112608425	0.030220827	0.72954667	1.1811012e-10	0.03838012	1.1789832e-10
25x27	0.022677962	1.1934034e-10	0.16481322	0.07466829	0.045071308	1.1938565e-10	0.024215767	0.07168807	0.06525147	0.009547271	1.1936765e-10	0.11542392	0.40664274	1.1900848e-10
25x29	0.044838272	0.042149086	0.040877454	0.10276967	0.053673133	1.2136668e-10	0.04153419	1.2152536e-10	0.12089063	1.2139516e-10	1.2054399e-10	0.03293975	0.5203278	1.2118048e-10
25x31	1.1391467e-10	1.1416024e-10	0.059405815	0.13416438	0.079874665	1.1421643e-10	0.056229502	1.14294664e-10	0.00580089	0.015066856	0.6178234	0.03163446	1.14087316e-10	1.1435398e-10
25x33	1.12421336e-10	1.12339874e-10	1.12648856e-10	0.1602854	0.05757959	1.12621995e-10	0.027652457	0.11180065	1.1269527e-10	0.13447714	0.5082047	1.12880275e-10	1.12189986e-10	1.12442985e-10
25x35	0.059158582	1.3161644e-10	0.03492148	0.011682595	0.047658544	1.3130001e-10	0.04103169	1.3157125e-10	0.16836384	0.009324929	0.18245275	1.3145864e-10	0.41407356	0.031332076
25x37	1.318074e-10	0.052303746	1.314223e-10	0.04978433	0.014244106	1.3168727e-10	1.3153215e-10	0.029799238	0.15918297	1.311261e-10	0.46109587	0.053362016	0.1802277	1.3129803e-10
26x22	0.16491655	0.063632585	1.2934781e-10	0.010518291	0.054886315	1.2985604e-10	0.048034962	1.2927186e-10	0.11220091	1.2990808e-10	1.2965658e-10	1.2978993e-10	0.50538623	0.040424228
26x24	1.2175393e-10	0.020066956	1.2159078e-10	0.030334283	1.2176321e-10	0.00042296702	0.04911652	1.2113406e-10	0.13069996	1.2144685e-10	0.41217166	0.074186966	0.25740278	0.02559795
26x26	1.1292346e-10	0.032241527	1.12785045e-10	0.13516587	0.03037249	1.1250489e-10	0.11639998	1.1262383e-10	1.1288643e-10	0.06831901	0.3612574	1.1288082e-10	0.25624365	1.12851756e-10
26x28	0.16124022	1.2683131e-10	0.050499152	0.055538688	0.060097806	0.015880084	0.028742114	0.03289796	0.070534244	1.2698453e-10	1.2635973e-10	0.07966063	0.43039522	0.01451385
26x30	0.05888097	1.2199862e-10	1.2224739e-10	0.09869023	0.097721934	1.221735e-10	1.2135021e-10	0.045341738	0.08552015	1.2151394e-10	0.3688868	0.020290283	0.22466795	1.2207589e-10
26x32	1.132521e-10	1.13556e-10	1.1374242e-10	0.05281852	0.0866627	0.0027677447	0.083487235	0.013779292	0.018385502	1.1374437e-10	0.7131849	1.1387309e-10	1.13667374e-10	0.028914096
26x34	1.1487241e-10	0.007569042	0.044422552	0.05409787	0.063191585	0.01233678	0.071116045	1.1517803e-10	1.14987506e-10	1.1474126e-10	0.68273616	0.0645299	1.1505486e-10	1.1499716e-10
26x36	0.23768717	1.3657102e-10	1.3604325e-10	0.020327235	0.028156169	0.04170434	0.017852744	0.038535226	0.09046534	1.3578039e-10	1.357317e-10	0.064355284	0.4609165	1.3562793e-10
26x38	0.053872284	1.3605739e-10	1.358129e-10	0.05722553	1.3586317e-10	0.035359893	0.05409658	0.015305193	0.13916408	1.3556314e-10	1.3520216e-10	1.3581807e-10	0.64497644	1.3570492e-10
26x40	0.12982957	1.3443242e-10	0.024688875	0.05460437	0.0360654	1.3415657e-10	0.013025439	1.3450117e-10	0.17303671	1.3415502e-10	0.18830013	1.3439705e-10	0.38044947	1.3462308e-10
27x23	1.2268536e-10	0.02433807	0.06083645	0.05714042	1.2205541e-10	1.2221545e-10	0.07441609	1.2241982e-10	0.13758375	1.221297e-10	0.319063	1.2266571e-10	0.32662225	1.2256328e-10
27x25	1.2322919e-10	1.233729e-10	1.2273567e-10	0.09662708	0.024167674	1.228619e-10	1.2246511e-10	1.2271038e-10	0.16712679	1.2266661e-10	0.5820568	1.2301198e-10	0.13002162	1.2296202e-10
27x27	0.27226648	0.03292065	0.03370103	1.4014132e-10	1.3977053e-10	0.036871333	1.405447e-10	1.3982437e-10	0.088040344	1.4034139e-10	1.3991482e-10	0.09180099	0.44439918	1.4008733e-10
27x29	0.11422955	1.3517815e-10	1.3464575e-10	0.024037488	1.3487013e-10	1.3504312e-10	0.019587025	0.023216732	0.15300222	1.3500474e-10	0.2893592	1.3471099e-10	0.30181035	0.07475742
27x31	1.16231844e-10	0.011444922	1.1656598e-10	0.0703281	1.16294606e-10	0.00882237	1.1621988e-10	1.1637071e-10	0.054611523	1.1599952e-10	0.81624395	0.034858074	1.1648574e-10	0.003691065
27x33	1.2507112e-10	1.250239e-10	0.009225673	0.044260304	0.021944785	1.8699897e-09	1.2536847e-10	0.11991513	0.04465846	0.090084516	0.59661853	0.073292606	1.246484e-10	1.2523178e-10
27x35	0.09182717	1.2218834e-10	0.037313886	0.11800175	0.06526668	1.2191946e-10	1.2195017e-10	0.031150881	0.0768449	0.010984781	1.2163007e-10	0.11295907	0.45565084	1.223355e-10
27x37	0.09097188	1.2633625e-10	1.2658444e-10	0.060845837	0.03970826	0.01113723	0.040718935	1.2614507e-10	0.15005241	1.2655911e-10	0.185671	0.035221796	0.3856727	1.2617851e-10
