	Activated periportal hepatocytes	B cells	Cholangiocytes	Endothelial cells	Fibroblasts	Inflammatory hepatocytes	Kupffer cells	Mesothelial cells	Midlobular hepatocytes	Monocytes & DCs	Pericentral hepatocytes	Periportal endothelial cells	Periportal hepatocytes	T & NK cells
15x51	0.30560595	0.0783146	1.682819e-10	1.6725346e-10	1.6771218e-10	0.034713253	0.09606846	1.6768019e-10	1.6870354e-10	1.6862699e-10	0.24848022	1.6833392e-10	0.23681752	1.6842319e-10
15x53	0.10353792	1.7140042e-10	1.7152274e-10	0.001955114	1.7078723e-10	0.081870705	0.08030698	1.7195742e-10	1.7151487e-10	0.09618236	0.35235518	1.7150802e-10	0.28379178	1.7176041e-10
16x50	0.10925724	0.028196683	0.052741002	0.070951514	0.045578815	1.4581387e-10	0.093026206	0.031459842	1.4635275e-10	0.09370935	0.47507936	1.4592684e-10	1.4645384e-10	1.4578996e-10
16x52	0.16862498	0.009192698	1.5872693e-10	1.5879327e-10	0.06340167	0.043251526	0.076912865	1.5825746e-10	0.027432693	0.07927577	0.23798057	1.578839e-10	0.29392728	1.579981e-10
17x45	0.22466917	1.6042219e-10	1.6013238e-10	0.025050681	1.6042953e-10	1.6054341e-10	0.087859936	1.5954521e-10	1.6029128e-10	0.11924038	0.3107203	1.6009452e-10	0.23245957	1.6012933e-10
17x47	0.3061546	1.5376965e-10	0.08023899	1.5293108e-10	0.023600014	1.5366879e-10	0.07376405	1.5286751e-10	1.5384827e-10	1.539475e-10	0.11058172	1.5374738e-10	0.40566063	1.5388438e-10
17x49	0.20325072	1.4948384e-10	0.015692864	0.039916143	0.07357056	0.01893235	0.06509804	0.019502109	0.010207755	0.10591415	0.16247614	1.4853203e-10	0.24278155	0.042657603
17x51	0.39892948	0.04463329	1.604079e-10	0.0132421255	0.046967685	1.5999875e-10	0.032211144	0.02312324	1.6015383e-10	0.053460892	0.16146287	1.6052573e-10	0.21766932	0.008299952
17x53	0.2776225	1.5209181e-10	0.019763835	0.050361406	0.047133874	1.5134635e-10	0.07970969	0.014484188	1.5153671e-10	0.06180773	0.21669675	1.5137178e-10	0.21729057	0.015129614
17x55	0.41669583	0.073351234	1.693822e-10	1.697684e-10	1.6865943e-10	1.6950244e-10	0.064166576	1.6924205e-10	1.6911621e-10	1.6976322e-10	1.6933828e-10	1.6892439e-10	0.44578636	1.6918009e-10
18x44	0.13046469	0.07942762	1.6450356e-10	1.656667e-10	1.6557195e-10	0.067149386	0.06167602	1.647491e-10	1.6526305e-10	1.6537216e-10	0.21470419	1.6504444e-10	0.4465781	1.6544882e-10
18x46	0.11850721	0.055446718	0.035839114	0.009493214	1.4975685e-10	1.5071883e-10	0.17440896	1.4984486e-10	1.5075648e-10	0.06283837	0.52735627	0.016110217	1.5060186e-10	1.5065588e-10
18x48	0.23352747	0.043031253	0.061964102	0.0091928495	1.479831e-10	1.4782228e-10	0.0892141	1.4770618e-10	0.042727616	0.065202616	1.4703382e-10	1.475499e-10	0.45514005	1.4780058e-10
18x50	0.012109211	0.0069206445	1.4125073e-10	0.06812616	0.048428174	1.4156981e-10	0.0495981	0.015979296	0.023548044	0.09612731	0.6253205	0.053842492	1.409789e-10	1.4144189e-10
18x52	0.14400604	0.05277801	0.06560891	0.03717008	0.03251276	1.4651996e-10	0.18108992	1.4656609e-10	1.4669417e-10	0.017802352	1.4628093e-10	0.07552556	0.39350638	1.4612812e-10
18x54	1.4948841e-10	1.4931345e-10	1.494462e-10	0.035579488	0.0432199	0.050989565	0.13250013	0.06188451	1.4930804e-10	0.08770072	0.23226015	0.06215999	0.29370555	1.4933593e-10
18x56	0.24318092	1.4828365e-10	1.4786651e-10	0.03631196	0.004993119	1.4834418e-10	0.16763455	0.07876552	1.482582e-10	0.06317152	1.4815389e-10	1.4823812e-10	0.40594238	1.474148e-10
19x45	0.14488529	1.5299656e-10	1.5258506e-10	0.03602664	1.5241375e-10	0.034967255	0.12903732	1.5266949e-10	0.01476285	1.5241229e-10	0.60717815	1.5281865e-10	1.5224377e-10	0.033142485
19x47	1.4996633e-10	1.4986282e-10	1.4895717e-10	0.05758125	1.4883447e-10	0.07160841	0.05558226	1.4937482e-10	1.4991314e-10	0.042899404	0.54205513	1.4971453e-10	0.2302735	1.4976252e-10
19x49	1.3936674e-10	1.3869345e-10	0.08352944	0.021938909	1.3912504e-10	0.028473986	0.094721004	0.007777153	0.023406925	0.11457165	0.5479804	1.3912001e-10	0.07760047	1.3916937e-10
